"ENSG00000091831" "ENSG00000082175" "ENSG00000141736" "y"
"TCGA-A2-A0EW-01A-21R-A115-07" 33.7915377945 7.75223212047 36.0917364796 0
"TCGA-A8-A06Y-01A-21R-A00Z-07" 139.723552665 0.42946693088 46.0657341296 0
"TCGA-D8-A1Y1-01A-21R-A14M-07" 37.4419171003 27.8520838943 30.0882299491 0
"TCGA-3C-AALK-01A-11R-A41B-07" 8.74659222585 6.95489978422 165.805485774 0
"TCGA-A8-A08F-01A-11R-A00Z-07" 72.7928656721 1.26123189684 33.6535771042 0
"TCGA-LL-A73Z-01A-11R-A32P-07" 7.19271370536 2.09921423837 28.343853144 0
"TCGA-AQ-A54N-01A-11R-A266-07" 0.0502695793296 0.00406925446161 14.0185788604 1
"TCGA-A7-A13F-01A-11R-A12P-07" 25.2806840831 14.3859719712 57.2874940747 0
"TCGA-AO-A12D-01A-11R-A115-07" 0.634965825724 0.213009608131 930.164557684 0
"TCGA-AC-A2FE-01A-11R-A19W-07" 17.2346509162 2.79170931183 45.7831542619 0
"TCGA-EW-A1OX-01A-11R-A144-07" 53.185171994 2.5915406108 28.901274287 0
"TCGA-D8-A27G-01A-11R-A16F-07" 19.6441745376 0.241072243493 96.9687661729 0
"TCGA-C8-A273-01A-11R-A16F-07" 36.5155280323 2.7782964351 18.1069603516 0
"TCGA-OL-A5RX-01A-11R-A28M-07" 22.5778898892 21.4377568764 68.2246901265 0
"TCGA-AC-A2QH-01B-04R-A22O-07" 0.540770444418 0.0145915453773 2.94293133631 1
"TCGA-UL-AAZ6-01A-11R-A41B-07" 27.4285168046 1.2437849644 692.900712231 0
"TCGA-A2-A0CO-01A-13R-A22K-07" 24.4308799963 3.0461026141 55.3167068995 0
"TCGA-C8-A137-01A-11R-A115-07" 1.30954083154 0.0957781650303 612.725295842 0
"TCGA-BH-A18V-01A-11R-A12D-07" 0.637371905529 0.0916713457258 26.1234440805 1
"TCGA-D8-A27M-01A-11R-A16F-07" 0.821417516158 0.176201316721 12.239183472 1
"TCGA-A2-A1FX-01A-11R-A13Q-07" 58.9144597974 12.3666503254 29.9645487061 0
"TCGA-AO-A0JA-01A-11R-A056-07" 25.4025830774 1.99312302076 25.5810751931 0
"TCGA-B6-A0RM-01A-11R-A084-07" 149.065862966 19.8532322023 14.9775560427 0
"TCGA-A2-A0ET-01A-31R-A034-07" 78.721467905 8.58082886463 44.3771849531 0
"TCGA-B6-A0I5-01A-11R-A034-07" 14.8183732147 5.70798705576 49.1653590976 0
"TCGA-GM-A3XN-01A-12R-A22U-07" 8.20331898063 15.2650480831 29.1174746987 0
"TCGA-A8-A09Q-01A-11R-A00Z-07" 89.8701608635 19.3797075088 19.3390825758 0
"TCGA-AR-A24T-01A-11R-A169-07" 32.9273994845 54.8076076179 34.9181537406 0
"TCGA-EW-A2FS-01A-11R-A17B-07" 37.0333573921 0.355411290277 39.5399498276 0
"TCGA-AN-A046-01A-21R-A034-07" 63.620846809 49.343067304 33.058040689 0
"TCGA-E9-A227-01A-11R-A157-07" 27.7563412728 12.7194833902 22.5409135449 0
"TCGA-WT-AB41-01A-11R-A41B-07" 29.9638184318 0.668254264317 28.3171836851 0
"TCGA-AO-A0JF-01A-11R-A056-07" 38.386392651 7.96694011605 35.7862491516 0
"TCGA-A7-A5ZX-01A-12R-A29R-07" 14.7976907373 8.10804197457 71.8394713956 0
"TCGA-D8-A142-01A-11R-A115-07" 0.273930983268 0.295350908682 28.6979405715 1
"TCGA-AQ-A04J-01A-02R-A034-07" 0.770123958231 0.293367025387 16.7634856315 1
"TCGA-A8-A07E-01A-11R-A034-07" 56.8700384871 0.959668315706 19.1211254729 0
"TCGA-A1-A0SN-01A-11R-A144-07" 47.4221618833 4.56472645673 738.321949832 0
"TCGA-A2-A0T6-01A-11R-A084-07" 10.8933461512 12.6904256617 60.0619157244 0
"TCGA-D8-A1XV-01A-11R-A14M-07" 150.61054543 28.4983345913 9.68329525074 0
"TCGA-D8-A1JI-01A-11R-A13Q-07" 56.765900663 66.3450303027 29.6786304182 0
"TCGA-AC-A7VC-01A-11R-A352-07" 0.158793760809 0.173798687059 5.49341494046 1
"TCGA-E2-A3DX-01A-21R-A213-07" 28.0029576503 18.3621516025 121.866575498 0
"TCGA-D8-A27F-01A-11R-A16F-07" 0.185253008017 0.107726226984 20.0183693524 1
"TCGA-BH-A0DE-01A-11R-A115-07" 28.6273406147 5.30953385713 61.0609041183 0
"TCGA-AR-A1AN-01A-11R-A12P-07" 21.9122668696 25.5948361752 18.2146672079 0
"TCGA-E2-A1IG-01A-11R-A144-07" 31.24795754 1.92152638897 43.3091676186 0
"TCGA-OL-A5RY-01A-21R-A28M-07" 0.986110295316 0.384753100838 658.800980756 0
"TCGA-A2-A3KC-01A-11R-A213-07" 38.7637804578 9.49130655943 78.5270377609 0
"TCGA-BH-A0H0-01A-11R-A056-07" 52.1713958707 0.242977569135 41.237881228 0
"TCGA-E2-A1IO-01A-11R-A144-07" 21.7699077365 8.32411338951 47.4987028355 0
"TCGA-AO-A0JD-01A-11R-A056-07" 41.4473931903 6.10368940315 22.7562585231 0
"TCGA-B6-A0IC-01A-11R-A034-07" 145.458161448 30.182723377 43.787438762 0
"TCGA-BH-A0DT-01A-21R-A12D-07" 31.4638611795 30.390746295 46.9167998366 0
"TCGA-C8-A12O-01A-11R-A115-07" 23.3476792104 6.66830305438 25.3883751114 0
"TCGA-A7-A5ZV-01A-11R-A28M-07" 0.0870936859046 0.0234457348957 39.3488591165 1
"TCGA-D8-A1JS-01A-11R-A13Q-07" 49.8939294229 25.7944103111 47.8402820496 0
"TCGA-A7-A4SA-01A-11R-A266-07" 25.3445744655 0.605751879778 58.0416552575 0
"TCGA-A2-A1FZ-01A-51R-A14D-07" 79.4579082686 24.9714120201 47.3573337889 0
"TCGA-AR-A1AX-01A-11R-A12P-07" 18.0482955268 17.3838055002 173.229079523 0
"TCGA-E2-A1BD-01A-11R-A12P-07" 51.8441866842 23.4350747143 29.2034255891 0
"TCGA-EW-A1PH-01A-11R-A14M-07" 0.0757588407204 0.0923660247624 32.0575698474 1
"TCGA-3C-AAAU-01A-11R-A41B-07" 13.6995264247 7.89191292656 36.7707975025 0
"TCGA-A8-A09V-01A-11R-A034-07" 39.342349584 46.9618080493 35.0797542813 0
"TCGA-D8-A1JM-01A-11R-A13Q-07" 5.00484982648 0.00788760012964 21.8518152452 0
"TCGA-AN-A0FV-01A-11R-A00Z-07" 1.05445781483 0.0897267429603 863.307479372 0
"TCGA-E2-A1IK-01A-11R-A144-07" 122.017117175 11.9025184974 8.18731302518 0
"TCGA-A8-A08G-01A-11R-A00Z-07" 67.3048426413 3.29358645756 44.7307276069 0
"TCGA-BH-A0HP-01A-12R-A084-07" 50.0955465605 0.757023582929 29.9719144743 0
"TCGA-BH-A0EA-01A-11R-A115-07" 46.5751860679 2.12500563499 55.8884760983 0
"TCGA-A2-A0T2-01A-11R-A084-07" 0.157241914786 0.0454745427754 16.3077080173 1
"TCGA-A1-A0SQ-01A-21R-A144-07" 46.8365449335 25.9269156831 27.4884744249 0
"TCGA-BH-A0B9-01A-11R-A056-07" 0.126171229737 0.0192785298307 7.28551544517 1
"TCGA-E2-A1IF-01A-11R-A144-07" 38.3393557187 3.02363122043 24.6083272934 0
"TCGA-BH-AB28-01A-31R-A41B-07" 66.3668918587 12.6159798571 94.1160490761 0
"TCGA-E2-A14U-01A-11R-A22K-07" 54.9361491797 19.7732283887 75.6476280585 0
"TCGA-A7-A4SB-01A-21R-A266-07" 22.2175427424 1.81148950874 68.009676474 0
"TCGA-GM-A2DD-01A-11R-A180-07" 0.2841950013 0.0851875760057 33.3908791073 1
"TCGA-E2-A570-01A-11R-A29R-07" 25.0596530035 16.6020215135 41.0784112566 0
"TCGA-AC-A8OR-01A-21R-A41B-07" 72.4921642212 15.3368250231 22.3200732007 0
"TCGA-A7-A3IZ-01A-11R-A213-07" 186.945881723 0.150365424707 51.7644620489 0
"TCGA-BH-A1F8-01A-11R-A13Q-07" 127.633033908 0.402497896427 27.7752909354 0
"TCGA-AC-A8OP-01A-11R-A36F-07" 75.3638727917 0.304223525691 57.3046514925 0
"TCGA-BH-A0DG-01A-21R-A12P-07" 15.6706559 0.595011601479 21.9003907052 0
"TCGA-E9-A1NC-01A-21R-A26B-07" 0.105522949857 0.0749151231385 15.905960924 0
"TCGA-AR-A1AI-01A-11R-A12P-07" 2.40567943331 0.0198854184314 23.9425973951 1
"TCGA-AR-A2LJ-01A-12R-A19W-07" 6.9810379614 4.09499613795 304.480401669 0
"TCGA-E2-A1IN-01A-11R-A13Q-07" 69.5870202917 25.9753641112 27.5612910668 0
"TCGA-AC-A6NO-01A-12R-A33J-07" 24.0026259026 17.547964486 58.496547603 0
"TCGA-A8-A092-01A-11R-A00Z-07" 17.4432879088 16.4379358864 63.5300227301 0
"TCGA-AO-A12C-01A-11R-A10J-07" 18.88032694 3.5948086685 95.6658914801 0
"TCGA-A2-A0CQ-01A-21R-A034-07" 53.2020526231 11.3432912202 32.0980719134 0
"TCGA-D8-A147-01A-11R-A115-07" 0.127502693017 0.0735260531585 23.7704650501 1
"TCGA-EW-A1PE-01A-11R-A144-07" 112.450295314 8.75381629944 34.5466131388 0
"TCGA-AO-A0J9-01A-11R-A034-07" 22.3889702262 3.10845151741 10.583758077 0
"TCGA-EW-A1OZ-01A-11R-A144-07" 12.2682384653 0.212080772722 621.776127697 0
"TCGA-D8-A27T-01A-11R-A16F-07" 75.4404217038 25.9995102038 48.3408260004 0
"TCGA-XX-A89A-01A-11R-A36F-07" 8.92474577167 5.61832974895 14.7034581357 0
"TCGA-A2-A4S2-01A-12R-A266-07" 23.807228991 17.4029569127 41.46727941 0
"TCGA-A8-A06Z-01A-11R-A00Z-07" 61.3842246276 7.18355286151 52.3753260744 0
"TCGA-B6-A1KC-01B-11R-A157-07" 40.9627476797 0.0889540997371 20.6491344887 0
"TCGA-C8-A8HP-01A-11R-A36F-07" 0.206737402174 0.0725724616688 874.718097828 0
"TCGA-B6-A0IA-01A-11R-A034-07" 27.9860918529 25.1183036793 20.5149799872 0
"TCGA-BH-A0B5-01A-11R-A12P-07" 14.6428882182 4.91251344396 42.4335974841 0
"TCGA-5L-AAT0-01A-12R-A41B-07" 24.8147533558 2.4636248844 46.8081034169 0
"TCGA-AO-A0J6-01A-11R-A034-07" 0.706623865199 0.00475468041811 20.3931624525 1
"TCGA-BH-A1FG-01A-11R-A13Q-07" 148.82398989 14.4852962224 31.4899206933 0
"TCGA-EW-A1J6-01A-11R-A13Q-07" 91.1737372647 6.75385353388 15.9968033803 0
"TCGA-E2-A1LL-01A-11R-A144-07" 1.51413078628 0.493375936952 12.1969890833 1
"TCGA-BH-A18Q-01A-12R-A12D-07" 2.83179051897 1.0988543753 20.9269313576 1
"TCGA-A8-A07P-01A-11R-A00Z-07" 117.154953097 4.58474249845 145.431118651 0
"TCGA-A2-A25F-01A-11R-A169-07" 0.618440721404 0.225524475901 5.18743995083 0
"TCGA-AN-A0G0-01A-11R-A034-07" 0.0318082537339 0.0345188833534 30.5218640691 1
"TCGA-A2-A1G1-01A-21R-A13Q-07" 0.532370035843 0.17102961172 819.759152594 0
"TCGA-GM-A3NW-01A-21R-A22K-07" 29.7322947515 0.137852755153 59.4287570133 0
"TCGA-BH-A28O-01A-11R-A22K-07" 5.80876915423 1.73217266689 38.5747722733 0
"TCGA-A7-A56D-01A-11R-A27Q-07" 16.690329807 0.858359699579 24.7760082182 0
"TCGA-D8-A1J9-01A-11R-A13Q-07" 9.31886378584 0.222696777558 859.925278543 0
"TCGA-D8-A1JC-01A-11R-A13Q-07" 103.959133515 3.03069514365 31.9030455541 0
"TCGA-A8-A06Q-01A-11R-A034-07" 34.0013960822 13.0056266674 30.4524588186 0
"TCGA-AR-A2LM-01A-11R-A180-07" 26.0367570521 44.4640779731 57.8441594802 0
"TCGA-LL-A6FR-01A-12R-A31O-07" 0.325485822302 0.0389548398351 32.1315990128 0
"TCGA-AN-A0FK-01A-11R-A034-07" 128.256529289 31.5932979857 25.6181467177 0
"TCGA-AN-A0FY-01A-11R-A034-07" 44.5763337347 44.9686151204 20.5596575244 0
"TCGA-EW-A1OY-01A-11R-A144-07" 102.60944288 10.7194355897 43.8125838884 0
"TCGA-EW-A1P5-01A-11R-A144-07" 108.874113294 50.3168939627 23.9544094378 0
"TCGA-EW-A2FR-01A-11R-A21T-07" 0.616163753139 0.339256373227 793.554422053 0
"TCGA-BH-A0BV-01A-11R-A00Z-07" 80.8821882517 19.4531330125 31.2579613784 0
"TCGA-AR-A0TU-01A-31R-A109-07" 1.33939894919 0.0146722936397 8.49531589665 1
"TCGA-AO-A0JI-01A-21R-A056-07" 81.298995311 0.451389761585 52.5603453544 0
"TCGA-E2-A572-01A-13R-A31O-07" 10.9821114634 0.538895965779 40.0616891048 0
"TCGA-AR-A250-01A-31R-A169-07" 66.0730138585 0.296903725479 268.383859939 0
"TCGA-EW-A1P4-01A-21R-A144-07" 0.190760277813 0.033754161522 14.0612516823 1
"TCGA-AR-A24P-01A-11R-A169-07" 46.5694158816 10.2954052968 51.5867885009 0
"TCGA-B6-A402-01A-11R-A239-07" 0.193819331671 0.0262875591535 22.3753165926 1
"TCGA-A2-A0D1-01A-11R-A034-07" 0.208715012408 0.0429850615427 372.912378301 0
"TCGA-A2-A3Y0-01A-11R-A239-07" 2.18089099324 0.0272416705131 11.3363276216 0
"TCGA-EW-A3E8-01B-11R-A24H-07" 18.1036432215 4.41517228818 70.1463779204 0
"TCGA-A8-A09K-01A-11R-A00Z-07" 165.264571231 1.209291828 42.2140488043 0
"TCGA-A2-A0CL-01A-11R-A115-07" 4.30238741234 0.698988902008 17.359385827 0
"TCGA-AR-A0U3-01A-11R-A109-07" 123.657903166 3.72888493379 26.7622509346 0
"TCGA-E2-A15D-01A-11R-A115-07" 23.8402320642 24.2633136664 50.7742769531 0
"TCGA-A2-A25D-01A-12R-A16F-07" 7.81230352974 0.0681895265102 43.2648048554 0
"TCGA-AO-A03U-01B-21R-A10J-07" 0.558963675888 0.123627446812 17.0636215779 1
"TCGA-D8-A143-01A-11R-A115-07" 0.0691424973054 0.0443281738507 18.6788635339 1
"TCGA-BH-A0DK-01A-21R-A056-07" 19.9693038124 7.65982263866 13.8145753542 0
"TCGA-E2-A1BC-01A-11R-A12P-07" 27.8810424086 12.8269423836 49.6730524609 0
"TCGA-A2-A0CZ-01A-11R-A034-07" 6.23925321694 1.03790935782 28.0842802121 0
"TCGA-EW-A1IY-01A-11R-A13Q-07" 23.8363950136 12.3300492256 10.5733863497 0
"TCGA-GM-A2DO-01A-11R-A18M-07" 12.8563556676 6.55880041086 24.0667531785 0
"TCGA-E2-A14Q-01A-11R-A12D-07" 124.325139112 17.0200166856 26.6959540754 0
"TCGA-AN-A0XU-01A-11R-A109-07" 2.71906841734 0.017247757948 29.0362267985 1
"TCGA-A8-A08O-01A-21R-A056-07" 24.1979481929 13.9784218229 58.6639586328 0
"TCGA-A1-A0SH-01A-11R-A084-07" 4.05327401578 12.3949784712 72.7373991282 0
"TCGA-AC-A3QQ-01B-06R-A22O-07" 52.757326398 7.83423261153 199.245618377 0
"TCGA-BH-A0DI-01A-21R-A12P-07" 13.0822231584 2.03936169437 41.7204622364 0
"TCGA-AO-A0J4-01A-11R-A034-07" 0.1438689775 0.0794107311054 19.029172998 1
"TCGA-A8-A08H-01A-21R-A00Z-07" 8.61721306553 2.28100608505 10.5358721495 0
"TCGA-D8-A1X6-01A-11R-A14M-07" 91.9792803491 35.4219047956 27.779399059 0
"TCGA-E2-A15T-01A-11R-A115-07" 138.657388097 0.778528169273 55.1378784131 0
"TCGA-A7-A4SE-01A-11R-A266-07" 0.412526735075 0.20366717307 16.9923100276 1
"TCGA-A8-A09A-01A-11R-A00Z-07" 41.2368690944 1.3167936431 87.9468038218 0
"TCGA-D8-A27I-01A-11R-A16F-07" 41.9533556397 8.25337774288 31.6664626135 0
"TCGA-EW-A6SC-01A-12R-A32P-07" 60.5080979138 4.36852991655 29.8975600863 0
"TCGA-AR-A256-01A-11R-A169-07" 0.139856720001 0.0415111119147 9.63286703342 1
"TCGA-EW-A6SA-01A-21R-A32P-07" 105.127893371 0.040156822408 32.1850947568 0
"TCGA-AC-A3TN-01A-11R-A22K-07" 70.5122877739 5.73716281461 69.0427890529 0
"TCGA-A7-A0DA-01A-31R-A115-07" 0.161245602295 0.12032303512 24.3006327722 1
"TCGA-EW-A1PG-01A-11R-A144-07" 13.1804008645 7.08656757825 36.0688830244 0
"TCGA-LL-A5YN-01A-11R-A28M-07" 11.0934770971 1.26992501378 65.2462950148 0
"TCGA-A7-A3J1-01A-11R-A213-07" 47.0344434136 0.443074825696 65.8160213477 0
"TCGA-E9-A22H-01A-11R-A157-07" 69.7954960107 44.2373263764 29.5792648117 0
"TCGA-BH-A0HF-01A-11R-A056-07" 52.2283305134 2.06054746961 25.9868014366 0
"TCGA-LL-A9Q3-01A-11R-A41B-07" 41.4745205274 0.0808715694933 57.6503185483 0
"TCGA-E2-A108-01A-13R-A10J-07" 12.4342651554 2.95827499902 14.317804504 0
"TCGA-E9-A5FK-01A-11R-A27Q-07" 20.605972068 6.99158012495 31.1665428053 0
"TCGA-AR-A24Z-01A-11R-A169-07" 148.603175981 12.5448525012 19.5737678709 0
"TCGA-E2-A1L9-01A-11R-A13Q-07" 37.9671740851 7.65342141423 25.088627807 0
"TCGA-AN-A049-01A-21R-A00Z-07" 114.924823194 11.5883667907 74.7363163023 0
"TCGA-E2-A15R-01A-11R-A115-07" 114.833578743 1.14524745578 43.0789615911 0
"TCGA-D8-A1Y0-01A-11R-A14M-07" 59.6394174627 18.5725652859 23.7524504568 0
"TCGA-A8-A085-01A-11R-A00Z-07" 67.0972741278 0.0546566300223 44.3523986591 0
"TCGA-E2-A14X-01A-11R-A115-07" 0.929049587277 0.114282575325 19.8215742581 1
"TCGA-EW-A424-01A-11R-A24H-07" 19.1135105205 16.3612173014 35.017332756 0
"TCGA-A2-A25E-01A-11R-A169-07" 35.0634940254 9.46230849792 39.6191470205 0
"TCGA-BH-A0DP-01A-21R-A056-07" 59.788758615 35.4631304737 32.0167246349 0
"TCGA-BH-A0BM-01A-11R-A056-07" 21.8158455679 0.909245466048 30.1301991601 0
"TCGA-BH-A0GZ-01A-11R-A056-07" 74.0464506581 9.93852890664 28.7651387224 0
"TCGA-E2-A14W-01A-11R-A12D-07" 48.3307484381 13.9652235493 37.4336342144 0
"TCGA-OL-A66P-01A-11R-A31O-07" 0.45492060781 0.0886106566602 66.9650732501 1
"TCGA-MS-A51U-01A-31R-A266-07" 14.7220200261 8.52245891346 57.9263109515 0
"TCGA-BH-A1FH-01A-12R-A13Q-07" 17.8728418657 4.20089723538 18.385709849 0
"TCGA-B6-A0WZ-01A-11R-A109-07" 49.5812025278 23.2436696673 38.1410593915 0
"TCGA-A2-A0YF-01A-21R-A109-07" 151.868073622 5.16400665326 34.7752327111 0
"TCGA-E2-A1IJ-01A-11R-A144-07" 31.0165527429 22.2027809118 53.9962919992 0
"TCGA-BH-A0C3-01A-21R-A12P-07" 15.6337710295 1.25063715714 31.2772440031 0
"TCGA-E2-A2P6-01A-11R-A19W-07" 82.4143937854 0.274087208387 50.4281565541 0
"TCGA-A8-A08A-01A-11R-A32Y-07" 79.7374084672 14.3756755608 45.3171966461 0
"TCGA-E2-A1LS-01A-12R-A157-07" 0.142518313763 0.116563042421 4.65613524976 1
"TCGA-A2-A0EU-01A-22R-A056-07" 73.7766147341 51.6785361552 30.4880371618 0
"TCGA-AR-A24V-01A-21R-A169-07" 22.9626135566 4.02541205384 29.0388339805 0
"TCGA-D8-A140-01A-11R-A115-07" 86.3930093275 0.385304971056 85.1683032245 0
"TCGA-A8-A07J-01A-11R-A00Z-07" 17.8958482349 7.76317473771 40.8779958931 0
"TCGA-E2-A1LH-01A-11R-A14D-07" 0.295058240319 0.0481337808829 20.8287300904 1
"TCGA-A8-A07L-01A-11R-A00Z-07" 201.911040148 2.8992038324 35.3286408282 0
"TCGA-GM-A2DB-01A-31R-A18M-07" 0.26232512283 0.0444001700183 17.7782221317 1
"TCGA-EW-A1PD-01A-11R-A144-07" 50.4212712387 1.22851871709 85.7304802777 0
"TCGA-A8-A0A7-01A-11R-A00Z-07" 2.51716454457 0.689051496021 267.132883302 0
"TCGA-E2-A15H-01A-11R-A12D-07" 19.0409129989 3.8376560666 329.951829585 0
"TCGA-AO-A03O-01A-11R-A00Z-07" 63.992351906 6.61017462254 31.1282369992 0
"TCGA-S3-AA10-01A-21R-A41B-07" 0.294424250054 0.0585547741721 20.376970896 1
"TCGA-A7-A0CE-01A-11R-A00Z-07" 3.13212381243 0.426713900599 36.8773661368 1
"TCGA-BH-A0DD-01A-31R-A12P-07" 72.5596815243 59.8727330181 197.657999226 0
"TCGA-EW-A1P6-01A-11R-A144-07" 91.6177236415 96.3330522968 32.1333126342 0
"TCGA-A8-A093-01A-11R-A00Z-07" 92.5797383839 24.5999988806 54.5873719658 0
"TCGA-E2-A1AZ-01A-11R-A12P-07" 0.647734529838 0.418155042643 24.9688277919 1
"TCGA-HN-A2NL-01A-11R-A18M-07" 0.27457779277 0.0179154874301 3.22886550522 1
"TCGA-AO-A0J2-01A-11R-A034-07" 0.434963026718 0.0279063531908 42.161287893 1
"TCGA-A2-A0D2-01A-21R-A034-07" 0.22048796617 0.202037503492 17.5591316881 1
"TCGA-B6-A0IJ-01A-11R-A034-07" 1.18315708887 0.458711680364 11.1247410339 0
"TCGA-B6-A0WS-01A-11R-A115-07" 62.0447893537 11.1986877708 23.9828135634 0
"TCGA-BH-A0WA-01A-11R-A109-07" 0.169615446828 0.0957242226804 19.5524343994 1
"TCGA-AO-A12H-01A-11R-A115-07" 180.722388489 1.07515835557 21.5533983236 0
"TCGA-AO-A129-01A-21R-A10J-07" 0.83644558461 0.217426240923 14.2817887125 1
"TCGA-C8-A26X-01A-31R-A16F-07" 0.415470243032 0.127914672237 60.1171875785 1
"TCGA-AR-A24R-01A-11R-A169-07" 34.1220097052 4.49746327489 24.5127675286 0
"TCGA-OL-A5RZ-01A-11R-A28M-07" 0.356993060401 0.016263584921 1009.63609473 0
"TCGA-E2-A9RU-01A-11R-A41B-07" 16.7496955805 0.382150066652 23.5073069764 0
"TCGA-EW-A1P8-01A-11R-A144-07" 1.06547759622 0.217559459742 17.1730839674 1
"TCGA-E2-A14P-01A-31R-A12D-07" 0.380742555242 0.118237015412 877.431753957 0
"TCGA-B6-A408-01A-12R-A24H-07" 87.6001286291 5.8834149472 41.9810446906 0
"TCGA-AN-A0FZ-01A-11R-A034-07" 36.667386593 0.154449034121 63.5855150127 0
"TCGA-AR-A2LQ-01A-22R-A18M-07" 6.09690578174 0.847620408167 46.7870727154 0
"TCGA-C8-A12U-01A-11R-A115-07" 17.9729943856 0.258982986139 21.7040368034 0
"TCGA-C8-A1HK-01A-21R-A13Q-07" 0.673126525078 0.103286639769 633.131704903 0
"TCGA-E2-A152-01A-11R-A12D-07" 1.74816076814 0.174914735043 1243.25372593 0
"TCGA-E2-A56Z-01A-12R-A29R-07" 85.8425510621 1.41332306727 33.0393541116 0
"TCGA-E2-A15J-01A-11R-A12P-07" 16.5862303403 6.09291497797 48.9622793234 0
"TCGA-OL-A66O-01A-11R-A31O-07" 11.2423067752 3.32937612483 29.8463288505 0
"TCGA-BH-A1EN-01A-11R-A13Q-07" 0.775746383953 0.0518526840782 789.890587259 0
"TCGA-E2-A10B-01A-11R-A10J-07" 83.8587045095 5.50362177492 27.0874849321 0
"TCGA-BH-A209-01A-11R-A157-07" 27.3940296952 7.07763331794 9.99769379013 0
"TCGA-A2-A0D0-01A-11R-A00Z-07" 0.0580209481153 0.00939343456356 11.8042933101 1
"TCGA-AQ-A1H2-01A-11R-A13Q-07" 227.900405219 0.659137909717 50.4921876158 0
"TCGA-E9-A1NF-01A-11R-A14D-07" 53.353569407 0.782059627508 17.9216399702 0
"TCGA-A2-A04T-01A-21R-A034-07" 0.112774299732 0.0487177393846 23.4084182698 1
"TCGA-AO-A0JE-01A-11R-A056-07" 0.655505700872 0.13539678492 213.319643162 0
"TCGA-AO-A126-01A-11R-A10J-07" 8.7464925088 0.604414123648 28.0865026376 0
"TCGA-BH-A0BT-01A-11R-A12P-07" 26.9045249705 21.0170370762 76.9031585014 0
"TCGA-BH-A5J0-01A-11R-A27Q-07" 41.5259389405 0.797932262269 21.1802372643 0
"TCGA-BH-A18K-01A-11R-A12D-07" 25.774602329 4.2912126601 27.8779140838 0
"TCGA-E2-A1LB-01A-11R-A144-07" 0.415068457563 0.0911321588867 1129.86492066 0
"TCGA-A2-A04W-01A-31R-A115-07" 0.477789976945 0.0884580249455 397.671537956 0
"TCGA-D8-A1X7-01A-11R-A14M-07" 86.2970118115 44.0334742886 9.20409384463 0
"TCGA-EW-A1J1-01A-11R-A13Q-07" 54.9434071637 31.1072487566 36.8621426116 0
"TCGA-BH-A0BF-01A-21R-A12P-07" 6.722668295 3.15268694832 16.4445863504 0
"TCGA-B6-A0WY-01A-11R-A109-07" 12.2967613032 7.69064831788 44.0078008522 0
"TCGA-EW-A1PC-01B-11R-A21T-07" 22.2044232948 0.558047673167 52.9470833337 0
"TCGA-BH-A1F6-01A-11R-A13Q-07" 0.492976866085 0.080224439935 17.9311775732 1
"TCGA-A8-A09I-01A-22R-A034-07" 24.1657311304 0.0647658984188 937.187184277 0
"TCGA-OL-A5DA-01A-11R-A27Q-07" 36.6543047351 4.84041135729 55.6962287618 0
"TCGA-B6-A1KI-01A-11R-A14M-07" 100.787141116 4.51518543202 56.3916244311 0
"TCGA-AN-A0AJ-01A-11R-A00Z-07" 46.8102448248 25.7147157987 29.0209184083 0
"TCGA-A2-A3XY-01A-11R-A239-07" 0.248362848022 0.289506767887 20.8789129085 1
"TCGA-EW-A1P7-01A-21R-A144-07" 2.09345506362 1.43900931704 47.2734498901 1
"TCGA-C8-A12M-01A-11R-A115-07" 117.802601993 0.355572813407 64.1217338326 0
"TCGA-A8-A06R-01A-11R-A00Z-07" 59.8033160697 0.201527876515 12.1779277434 0
"TCGA-B6-A0X0-01A-21R-A115-07" 30.8971709159 17.0608079749 57.5792215317 0
"TCGA-AR-A0TR-01A-11R-A084-07" 137.555000702 48.4978879854 49.5970429667 0
"TCGA-BH-A2L8-01A-11R-A18M-07" 8.00867415177 12.3371431553 28.4691299553 0
"TCGA-AR-A0TP-01A-11R-A084-07" 0.0350576012942 0.0291354182348 13.3897587986 0
"TCGA-BH-A0BD-01A-11R-A034-07" 19.0878198531 80.2818508217 23.005586442 0
"TCGA-E2-A15M-01A-11R-A12D-07" 38.6257406984 7.39229578335 53.3676143826 0
"TCGA-E2-A107-01A-11R-A10J-07" 47.3372901278 0.310053085951 66.5274742804 0
"TCGA-A8-A09Z-01A-11R-A00Z-07" 41.0127860594 0.0100217412786 54.6351006249 0
"TCGA-BH-A18G-01A-11R-A12D-07" 0.144753902751 0.0413121664328 7.97435271463 1
"TCGA-A8-A09X-01A-11R-A00Z-07" 0.401500676342 0.0938316081096 31.5328737413 1
"TCGA-BH-A0DZ-01A-11R-A00Z-07" 5.9644880285 1.82797969769 194.129380404 0
"TCGA-BH-A0BG-01A-11R-A115-07" 0.202971522899 0.0513758705133 21.2189712364 1
"TCGA-EW-A423-01A-11R-A24H-07" 78.6830219945 0.13788292191 50.1439574532 0
"TCGA-AO-A128-01A-11R-A10J-07" 2.37467461564 0.0389329851912 27.4714810098 1
"TCGA-S3-AA0Z-01A-11R-A41B-07" 16.66754167 0.0662318557342 33.0668537988 0
"TCGA-OL-A5RV-01A-12R-A28M-07" 28.8358363416 30.4274277896 79.5944096473 0
